Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Todd Day,SG,31,MIN,31,345,10.1,0.1,0.2,0.3,-2.7,-0.1,1.4,3.8,0.8,2.2,0.6,1.6,0.6,0.7,0.3,0.9,1.2,0.9,0.3,0.2,2001,0,8,-12.697522
Todd Fuller,C,26,MIA,10,77,9.3,-0.1,0.1,0.0,-10.3,-0.2,1.0,3.5,0.0,0.0,1.0,3.5,0.8,0.8,0.7,1.1,1.8,0.1,0.3,0.2,2001,0,5,-18.124688
Todd MacCulloch,C,25,PHI,63,597,18.3,1.6,0.9,2.5,-1.2,0.1,1.7,2.9,0.0,0.0,1.7,2.9,0.7,1.0,1.1,1.6,2.7,0.2,0.1,0.3,2001,0,2,-8.1128447
Tom Gugliotta,PF,31,PHO,57,1159,11.1,-0.3,2.0,1.8,-2.3,-0.1,2.6,6.7,0.1,0.2,2.6,6.5,1.1,1.4,1.3,3.1,4.5,1.0,0.8,0.4,2001,0,9,-2.4839333
Tom Hammonds,PF,33,MIN,7,30,-4.9,-0.1,0.0,-0.1,-14.5,-0.1,0.4,1.4,0.0,0.0,0.4,1.4,0.1,0.3,0.3,0.3,0.6,0.1,0.0,0.0,2001,0,12,-26.515063
Toni Kukoc,SF,32,TOT,65,1597,17.8,2.9,1.7,4.7,2.5,1.8,4.2,9.0,1.1,2.4,3.2,6.5,1.6,2.5,1.0,3.0,4.0,3.1,0.7,0.2,2001,0,8,9.756917900000001
Tony Battie,C,24,BOS,40,845,15.2,1.0,1.3,2.3,-1.2,0.2,2.7,5.0,0.0,0.1,2.7,5.0,1.1,1.7,1.8,4.0,5.8,0.4,0.7,1.5,2001,0,4,0.23550301
Tony Delk,SG,27,PHO,82,2288,13.4,1.7,2.9,4.6,-1.1,0.5,4.7,11.3,0.7,2.0,4.0,9.2,2.3,2.9,0.9,2.3,3.2,2.0,0.9,0.2,2001,0,5,9.42663581
Tony Massenburg,PF,33,VAN,52,823,9.6,0.1,0.6,0.7,-6.1,-0.9,1.8,3.8,0.0,0.0,1.8,3.8,0.9,1.3,1.4,2.6,4.0,0.2,0.2,0.5,2001,0,9,-10.351231
Tony Smith,SG,32,ATL,6,78,3.8,-0.3,0.1,-0.2,-7.4,-0.1,1.3,3.8,0.0,0.3,1.3,3.5,0.2,0.3,0.3,0.2,0.5,1.7,1.2,0.0,2001,0,9,-17.802007
Tracy McGrady,SG,21,ORL,77,3087,24.9,8.3,3.9,12.2,5.6,5.9,10.2,22.4,0.8,2.2,9.5,20.2,5.6,7.6,2.5,5.0,7.5,4.6,1.5,1.5,2001,1,4,48.6426355
Tracy Murray,SF,29,TOT,51,588,11.4,0.2,0.3,0.6,-4.5,-0.4,1.8,4.9,0.7,2.0,1.1,2.8,0.6,0.8,0.4,1.2,1.6,0.5,0.2,0.1,2001,0,9,-11.368872999999999
Trajan Langdon,SG,24,CLE,65,1116,11.8,1.5,0.5,2.0,-1.5,0.2,2.1,4.8,0.8,1.9,1.3,2.9,1.0,1.2,0.2,1.2,1.4,1.2,0.6,0.1,2001,0,2,-6.1706564
Travis Best,PG,28,IND,77,2457,16.7,4.8,2.3,7.2,0.6,1.6,4.5,10.2,0.5,1.3,4.0,9.0,2.4,2.9,0.5,2.4,2.9,6.1,1.4,0.1,2001,0,6,14.276736900000001
Travis Knight,C,26,NYK,45,256,0.9,-0.7,0.5,-0.3,-6.8,-0.3,0.2,1.2,0.0,0.0,0.2,1.2,0.2,0.4,0.4,0.8,1.2,0.1,0.1,0.2,2001,0,5,-20.963324
Troy Hudson,PG,24,ORL,75,1008,10.2,-0.7,0.8,0.1,-5.0,-0.8,1.7,5.0,0.3,1.5,1.4,3.5,1.1,1.4,0.5,0.9,1.4,2.2,0.5,0.0,2001,0,4,-9.6110721
Tyrone Hill,PF,32,PHI,76,2363,12.4,2.0,3.5,5.5,-1.7,0.2,3.7,7.7,0.0,0.0,3.7,7.7,2.3,3.6,3.1,5.9,9.0,0.6,0.5,0.4,2001,0,11,11.096538800000001
Tyrone Nesby,SF-SG,25,TOT,62,1556,8.9,-0.2,0.5,0.3,-3.2,-0.5,3.0,8.5,0.8,2.9,2.3,5.6,1.4,1.7,0.8,2.0,2.8,1.2,0.8,0.3,2001,0,3,-2.4389267999999995
Tyronn Lue,PG,23,LAL,38,468,8.7,0.2,0.2,0.4,-4.4,-0.3,1.3,3.1,0.3,0.9,1.0,2.2,0.5,0.6,0.1,0.7,0.8,1.2,0.5,0.0,2001,0,3,-15.099186999999999
Tyus Edney,PG,27,IND,24,263,16.6,0.2,0.3,0.5,-2.7,0.0,1.5,3.8,0.0,0.3,1.4,3.5,1.5,1.6,0.2,0.8,1.0,2.3,0.7,0.0,2001,0,4,-11.429195
Vernon Maxwell,PG,35,TOT,43,660,6.7,-0.6,0.7,0.0,-4.1,-0.3,1.7,5.2,0.8,2.6,0.9,2.6,0.5,0.7,0.1,1.4,1.5,1.1,0.5,0.1,2001,0,13,-11.476554
Vin Baker,PF,29,SEA,76,2129,13.0,0.6,1.2,1.8,-3.7,-0.9,4.6,10.8,0.0,0.2,4.6,10.6,3.1,4.2,2.4,3.3,5.7,1.2,0.5,1.0,2001,0,8,7.428
Vince Carter,SF,24,TOR,75,2979,25.0,10.3,2.6,12.9,7.0,6.8,10.2,22.1,2.2,5.3,8.0,16.8,5.1,6.7,2.3,3.2,5.5,3.9,1.5,1.1,2001,1,3,48.747595200000006
Vinny Del Negro,PG,34,TOT,65,922,11.3,1.0,0.6,1.6,-4.2,-0.5,1.6,3.6,0.0,0.2,1.6,3.4,0.6,0.7,0.2,1.1,1.3,1.9,0.4,0.0,2001,0,11,-11.591766999999999
Vitaly Potapenko,C,25,BOS,82,1901,12.8,1.8,1.7,3.4,-3.0,-0.5,3.0,6.4,0.0,0.0,3.0,6.4,1.4,1.9,2.5,3.5,6.0,0.8,0.6,0.3,2001,0,5,2.25494472
Vlade Divac,C,32,SAC,81,2420,17.7,3.1,4.3,7.4,2.8,2.9,4.5,9.3,0.0,0.2,4.4,9.1,3.0,4.3,2.6,5.8,8.3,2.9,1.1,1.1,2001,1,12,22.103937600000002
Vladimir Stepania,C,24,NJN,29,280,12.2,-0.2,0.4,0.2,-4.3,-0.2,1.0,3.0,0.0,0.1,0.9,2.9,0.9,1.2,1.2,2.6,3.8,0.6,0.3,0.4,2001,0,3,-12.110721
Vonteego Cummings,PG,24,GSW,66,1495,10.4,-0.2,0.4,0.2,-3.7,-0.6,2.7,7.8,0.7,2.2,2.0,5.7,1.2,1.8,0.7,1.4,2.1,3.4,1.0,0.2,2001,0,2,-2.7890051
Voshon Lenard,SG,27,DEN,80,2331,13.2,2.9,0.6,3.5,-0.7,0.8,4.2,10.6,1.8,4.8,2.4,5.8,1.9,2.4,0.6,2.3,2.9,2.4,0.8,0.2,2001,0,6,9.12747056
Wally Szczerbiak,SF,23,MIN,82,2856,15.8,5.7,1.7,7.4,1.2,2.3,5.7,11.2,0.3,0.9,5.4,10.3,2.2,2.5,1.6,3.8,5.5,3.2,0.7,0.4,2001,0,2,16.5622867
Walt Williams,SF,30,HOU,72,1583,12.6,1.8,1.2,3.0,-0.9,0.4,2.8,7.1,1.4,3.4,1.4,3.7,1.3,1.8,0.4,3.0,3.4,1.3,0.4,0.4,2001,0,9,1.84592107
Walter McCarty,PF,26,BOS,60,478,9.2,0.3,0.4,0.7,-3.2,-0.1,0.8,2.1,0.3,0.9,0.4,1.2,0.4,0.5,0.4,1.0,1.4,0.7,0.2,0.1,2001,0,5,-14.520097
Wang Zhizhi,C,23,DAL,5,38,14.9,0.1,0.0,0.1,-13.8,-0.1,1.6,3.8,0.0,0.4,1.6,3.4,1.6,2.0,0.2,1.2,1.4,0.0,0.0,0.0,2001,0,1,-17.737233
Wesley Person,SG,29,CLE,44,958,11.6,0.6,0.6,1.2,-1.8,0.1,2.9,6.6,0.8,1.9,2.1,4.7,0.5,0.7,0.3,2.7,3.0,1.5,0.6,0.3,2001,0,7,-4.891227400000001
Will Perdue,C,35,POR,13,58,18.5,0.2,0.1,0.3,3.3,0.1,0.5,0.7,0.0,0.0,0.5,0.7,0.2,0.3,0.5,0.9,1.4,0.2,0.2,0.2,2001,0,13,-15.791324
William Avery,PG,21,MIN,55,463,9.0,-0.2,0.2,0.0,-6.7,-0.5,1.0,2.6,0.3,1.1,0.7,1.5,0.5,0.7,0.1,0.4,0.5,1.4,0.2,0.1,2001,0,2,-16.354447
Zan Tabak,C,30,IND,55,777,10.5,-0.1,1.0,0.9,-3.2,-0.2,1.8,3.4,0.0,0.0,1.8,3.4,0.4,0.9,1.2,2.7,3.9,0.6,0.2,0.5,2001,0,6,-9.448000500000001
Zendon Hamilton,C,25,LAC,3,19,5.7,-0.1,0.0,0.0,-24.6,-0.1,0.7,3.0,0.0,0.0,0.7,3.0,1.7,2.7,1.0,1.7,2.7,0.0,0.0,0.0,2001,0,1,-21.393874
Zydrunas Ilgauskas,C,25,CLE,24,616,16.0,0.1,0.7,0.7,-2.1,0.0,4.8,9.8,0.0,0.1,4.8,9.7,2.2,3.3,2.7,4.0,6.7,0.8,0.6,1.5,2001,0,3,5.01502455
A.J. Guyton,PG,23,CHI,45,607,11.8,0.0,0.0,0.1,-4.7,-0.4,2.0,5.4,1.0,2.7,0.9,2.7,0.5,0.6,0.3,0.7,1.0,1.8,0.2,0.2,2002,0,2,-11.805961
Aaron McKie,SG,29,PHI,48,1471,15.8,1.8,2.1,3.9,1.4,1.3,4.6,10.2,1.1,2.7,3.5,7.5,2.0,2.5,0.5,3.5,4.0,3.7,1.2,0.3,2002,0,8,9.87626156
Aaron Williams,PF,30,NJN,82,1546,15.2,2.4,2.5,5.0,0.1,0.8,2.8,5.4,0.0,0.0,2.8,5.3,1.6,2.3,1.4,2.7,4.1,0.9,0.4,0.9,2002,0,8,3.3209442000000005
Adonal Foyle,C,26,GSW,79,1485,12.5,-0.4,1.6,1.2,-1.2,0.3,2.2,4.9,0.0,0.0,2.2,4.9,0.5,1.2,1.9,3.0,4.9,0.5,0.5,2.1,2002,0,5,-0.1445578
Adrian Griffin,SG,27,DAL,58,1383,14.2,2.3,1.2,3.5,2.4,1.5,3.1,6.2,0.3,0.9,2.8,5.3,0.7,0.8,1.2,2.8,3.9,1.8,1.3,0.2,2002,0,3,2.098074
Al Harrington,PF,21,IND,44,1313,14.3,1.2,1.4,2.6,-1.2,0.3,5.2,11.0,0.0,0.1,5.2,10.9,2.6,3.3,2.2,4.1,6.3,1.2,0.9,0.5,2002,0,4,7.91986921
Alan Henderson,PF,29,ATL,26,422,13.4,0.3,0.4,0.7,-3.3,-0.1,2.3,4.5,0.0,0.0,2.2,4.4,0.9,1.7,1.2,2.5,3.7,0.4,0.4,0.6,2002,0,7,-9.047430499999999
Allan Houston,SG,30,NYK,77,2914,15.2,3.6,1.1,4.7,-0.7,1.0,7.4,16.9,1.8,4.5,5.6,12.4,3.8,4.4,0.5,2.8,3.3,2.5,0.7,0.1,2002,0,9,18.9714588
Allen Iverson,SG,26,PHI,60,2622,21.9,2.6,4.3,6.9,3.8,3.9,11.1,27.8,1.3,4.5,9.8,23.4,7.9,9.8,0.7,3.8,4.5,5.5,2.8,0.2,2002,1,6,47.0673692
Alonzo Mourning,C,31,MIA,75,2455,18.9,2.6,4.8,7.4,1.1,1.9,6.0,11.5,0.0,0.0,5.9,11.5,3.8,5.7,2.4,6.0,8.4,1.2,0.4,2.5,2002,1,10,25.9687676
Alton Ford,PF,20,PHO,53,452,10.0,0.3,0.5,0.8,-6.4,-0.5,1.2,2.2,0.0,0.0,1.2,2.2,0.8,1.1,0.6,1.4,2.0,0.1,0.1,0.1,2002,0,1,-15.813801000000002
Alvin Jones,C,23,PHI,23,126,6.2,-0.2,0.3,0.1,-4.5,-0.1,0.3,0.9,0.0,0.0,0.3,0.9,0.4,0.9,0.6,1.0,1.6,0.1,0.1,0.4,2002,0,1,-19.67594
Alvin Williams,PG,27,TOR,82,2927,13.8,2.2,3.1,5.2,0.2,1.7,4.9,11.8,0.8,2.4,4.2,9.5,1.3,1.7,0.7,2.7,3.4,5.7,1.6,0.3,2002,0,5,14.7783159
Amal McCaskill,C,28,SAS,27,153,10.2,-0.3,0.3,0.0,-4.8,-0.1,0.7,1.8,0.0,0.0,0.7,1.8,0.4,1.0,0.6,0.7,1.3,0.1,0.2,0.4,2002,0,2,-18.04832
Andre Miller,PG,25,CLE,81,3023,21.8,8.7,1.5,10.3,3.4,4.1,5.9,12.9,0.3,1.1,5.6,11.8,4.5,5.5,1.3,3.3,4.7,10.9,1.6,0.4,2002,0,3,31.8255098
Andrei Kirilenko,SF,20,UTA,82,2151,18.8,4.0,3.3,7.3,3.8,3.2,3.5,7.7,0.3,1.2,3.2,6.5,3.5,4.5,1.8,3.1,4.9,1.1,1.4,1.9,2002,0,1,19.8362607
Andrew DeClercq,C,28,ORL,61,633,10.1,0.2,0.8,1.0,-2.4,-0.1,1.1,2.4,0.0,0.0,1.1,2.4,0.5,0.8,1.2,1.5,2.7,0.4,0.4,0.4,2002,0,7,-11.762716000000001
Anfernee Hardaway,SG,30,PHO,80,2462,13.9,0.1,2.8,2.9,0.0,1.2,4.9,11.6,0.3,1.0,4.6,10.6,2.0,2.4,1.2,3.2,4.4,4.1,1.5,0.4,2002,0,9,11.955112699999999
Ansu Sesay,SF,25,SEA,9,142,15.5,0.4,0.1,0.5,-2.1,0.0,2.4,4.9,0.0,0.0,2.4,4.9,1.6,2.2,0.8,1.4,2.2,0.9,0.3,0.2,2002,0,1,-10.705544
Antawn Jamison,SF,25,GSW,82,3033,17.1,5.6,0.8,6.4,-0.2,1.4,7.5,16.8,0.8,2.6,6.7,14.2,3.9,5.4,2.6,4.2,6.8,2.0,0.9,0.5,2002,0,4,25.7211523
Anthony Carter,PG,26,MIA,46,1050,8.9,-1.4,1.6,0.2,-3.8,-0.5,1.9,5.7,0.0,0.4,1.9,5.2,0.4,0.8,0.4,2.1,2.5,4.7,1.1,0.1,2002,0,3,-8.2621921
Anthony Johnson,SG,27,NJN,34,366,11.8,0.0,0.7,0.7,-1.4,0.1,1.1,2.6,0.1,0.4,1.0,2.3,0.5,0.7,0.3,0.6,0.9,1.4,0.9,0.0,2002,0,5,-13.788587
Anthony Mason,PF,35,MIL,82,3143,12.9,4.4,2.0,6.4,0.3,1.8,3.9,7.6,0.0,0.0,3.8,7.6,1.9,2.7,1.5,6.4,7.9,4.2,0.7,0.3,2002,0,12,13.748674
Anthony Peeler,SG,32,MIN,82,2060,12.2,2.4,1.3,3.8,-0.3,0.9,3.5,8.3,1.4,3.5,2.2,4.9,0.6,0.7,0.5,2.1,2.5,2.2,0.7,0.1,2002,0,10,3.04791935
Antoine Walker,PF,25,BOS,81,3406,17.1,1.5,5.2,6.7,3.0,4.3,8.2,20.9,2.7,8.0,5.5,12.9,3.0,4.0,1.9,7.0,8.8,5.0,1.5,0.5,2002,1,6,40.3853559
Antonio Daniels,SG,26,SAS,82,2175,13.4,3.7,2.3,5.9,0.2,1.2,3.3,7.5,0.7,2.4,2.6,5.1,1.9,2.6,0.3,1.9,2.1,2.8,0.6,0.1,2002,0,5,5.61579902
Antonio Davis,PF,33,TOR,77,2978,14.8,3.0,3.6,6.5,-0.1,1.4,5.3,12.5,0.0,0.0,5.3,12.5,3.8,4.6,3.3,6.3,9.6,2.0,0.7,1.1,2002,0,9,23.354014499999998
Antonio Harvey,PF,31,SEA,5,47,7.8,0.0,0.0,0.0,-3.0,0.0,0.8,2.4,0.0,0.0,0.8,2.4,0.2,0.4,1.0,0.8,1.8,1.0,0.2,0.6,2002,0,7,-17.642503
Antonio McDyess,PF,27,DEN,10,236,21.0,0.5,0.2,0.8,2.1,0.2,4.3,7.5,0.0,0.0,4.3,7.5,2.7,3.3,1.8,3.7,5.5,1.8,1.0,0.8,2002,0,7,3.39827119
Antonis Fotsis,PF,20,MEM,28,320,11.3,-0.1,0.2,0.1,-4.9,-0.2,1.5,3.7,0.3,0.8,1.3,2.9,0.6,0.7,0.9,1.3,2.2,0.4,0.3,0.4,2002,0,1,-13.897131
Art Long,PF,29,SEA,63,989,10.7,0.4,0.9,1.4,-2.6,-0.1,1.9,3.9,0.0,0.0,1.9,3.9,0.7,1.3,1.7,2.3,4.0,0.7,0.3,0.4,2002,0,2,-7.5147038
Austin Croshere,PF,26,IND,76,1286,14.3,1.2,1.4,2.6,-1.1,0.3,2.4,5.9,0.6,1.9,1.8,4.0,1.3,1.5,1.0,2.9,3.9,1.0,0.3,0.4,2002,0,5,-1.1236273
Avery Johnson,PG,36,TOT,68,1352,16.6,2.8,0.2,3.0,-4.2,-0.7,3.0,6.4,0.0,0.1,3.0,6.3,1.8,2.4,0.2,0.8,1.0,4.2,0.6,0.1,2002,0,14,-3.6467605000000005
Baron Davis,PG,22,CHH,82,3318,18.2,4.4,3.8,8.2,4.2,5.2,6.8,16.4,2.1,5.8,4.7,10.5,2.4,4.1,1.1,3.1,4.3,8.5,2.1,0.6,2002,1,3,35.1704427
Ben Wallace,C,27,DET,80,2921,18.6,4.3,7.2,11.6,5.9,5.9,3.2,6.0,0.0,0.0,3.2,6.0,1.2,2.9,4.0,9.0,13.0,1.4,1.7,3.5,2002,0,6,35.978204600000005
Bimbo Coles,PG,33,CLE,47,693,8.8,0.4,0.0,0.4,-5.7,-0.7,1.2,3.1,0.1,0.4,1.1,2.7,0.7,0.8,0.3,0.9,1.2,2.3,0.3,0.1,2002,0,12,-15.39959
Bo Outlaw,PF,30,TOT,83,1928,11.4,1.1,2.4,3.5,1.7,1.8,2.0,3.6,0.0,0.0,2.0,3.6,0.5,1.2,1.8,2.6,4.4,1.5,0.8,1.1,2002,0,9,1.96205665
Bob Sura,PG,28,GSW,78,1780,17.1,3.2,0.9,4.1,1.0,1.4,3.2,7.6,0.5,1.7,2.7,5.9,3.0,4.2,1.1,2.1,3.3,3.5,1.1,0.2,2002,0,7,8.65352337
Bobby Jackson,PG,28,SAC,81,1750,17.3,3.2,2.2,5.4,1.3,1.5,4.1,9.3,1.0,2.7,3.1,6.6,1.8,2.3,1.0,2.1,3.1,2.0,0.9,0.1,2002,0,5,9.29879609
Bobby Simmons,SF,21,WAS,30,343,13.2,0.4,0.2,0.7,-0.9,0.1,1.4,3.2,0.1,0.5,1.3,2.7,0.7,1.0,0.8,0.9,1.7,0.6,0.4,0.2,2002,0,1,-12.88636
Bonzi Wells,SG,25,POR,74,2348,18.4,3.0,3.0,6.0,2.0,2.4,6.6,14.0,0.9,2.3,5.7,11.7,2.9,3.9,1.6,4.4,6.0,2.8,1.5,0.3,2002,0,4,22.726718899999998
Brad Miller,C,25,TOT,76,2263,20.1,6.0,2.3,8.3,2.9,2.8,4.8,9.6,0.0,0.1,4.8,9.6,3.9,5.0,3.3,4.9,8.2,2.0,1.0,0.5,2002,0,4,22.975994699999998
Brandon Armstrong,SG,21,NJN,35,196,3.8,-0.4,0.2,-0.2,-8.7,-0.3,0.8,2.4,0.1,0.5,0.6,1.9,0.1,0.3,0.3,0.2,0.5,0.2,0.2,0.0,2002,0,1,-21.965999999999998
Brendan Haywood,C,22,WAS,62,1266,13.7,1.7,1.4,3.1,0.6,0.8,1.8,3.6,0.0,0.0,1.8,3.6,1.6,2.6,2.3,2.9,5.2,0.5,0.3,1.5,2002,0,1,1.04636774
Brent Barry,SG,30,SEA,81,3040,19.3,8.8,3.3,12.1,5.8,6.0,5.0,9.8,2.0,4.8,2.9,5.0,2.4,2.9,0.7,4.7,5.4,5.3,1.8,0.5,2002,0,7,31.1796434
Brent Price,PG,33,SAC,20,89,6.6,-0.1,0.1,0.0,-5.2,-0.1,0.5,1.4,0.2,0.8,0.3,0.6,0.5,0.7,0.2,0.2,0.4,0.5,0.2,0.1,2002,0,9,-20.700925
Brevin Knight,PG,26,MEM,53,1151,14.9,0.2,1.2,1.4,-3.3,-0.4,2.7,6.3,0.0,0.2,2.6,6.2,1.6,2.2,0.2,1.8,2.1,5.7,1.5,0.1,2002,0,5,-2.1352667999999997
Brian Cardinal,PF,24,DET,8,43,15.9,0.1,0.0,0.2,0.0,0.0,0.8,1.6,0.4,0.9,0.4,0.8,0.3,0.3,0.3,0.5,0.8,0.3,0.1,0.0,2002,0,2,-17.678834
Brian Grant,PF,29,MIA,72,2256,12.7,1.1,3.7,4.8,0.3,1.3,4.0,8.5,0.0,0.0,4.0,8.4,1.4,1.7,2.3,5.7,8.0,1.9,0.7,0.4,2002,0,8,10.4539426
Brian Scalabrine,PF,23,NJN,28,290,4.2,-0.5,0.4,-0.1,-6.0,-0.3,0.8,2.4,0.1,0.4,0.7,2.0,0.4,0.5,0.4,1.4,1.8,0.8,0.3,0.1,2002,0,1,-18.84555
Brian Shaw,PG,35,LAL,58,631,11.8,0.3,0.9,1.2,-0.9,0.2,1.1,3.0,0.5,1.5,0.6,1.5,0.3,0.4,0.3,1.6,1.9,1.5,0.4,0.1,2002,0,13,-11.027611
Brian Skinner,PF,25,CLE,65,1107,11.3,1.0,1.0,1.9,-1.9,0.0,1.4,2.5,0.0,0.0,1.4,2.5,0.7,1.2,1.4,2.9,4.3,0.3,0.4,0.9,2002,0,4,-6.5572242
Bruce Bowen,SF,30,SAS,59,1699,8.2,-0.3,2.2,1.9,-0.1,0.8,2.6,6.7,0.9,2.5,1.7,4.2,0.8,1.6,0.7,2.0,2.7,1.5,1.1,0.4,2002,0,6,-0.8621269
Bruno Sundov,C,21,IND,22,88,8.7,-0.2,0.1,0.0,-7.2,-0.1,0.7,1.8,0.0,0.0,0.7,1.8,0.0,0.1,0.3,0.6,1.0,0.1,0.1,0.1,2002,0,4,-21.483919
Bryant Stith,SG,31,CLE,50,665,11.1,0.3,0.4,0.7,-2.7,-0.1,1.4,3.8,0.5,1.4,0.9,2.4,0.9,1.0,0.4,1.3,1.7,0.8,0.6,0.1,2002,0,10,-11.313193
Bryce Drew,PG,27,CHH,61,774,12.4,1.0,0.7,1.7,-1.5,0.1,1.3,3.0,0.5,1.2,0.8,1.8,0.4,0.5,0.2,1.0,1.2,1.7,0.5,0.0,2002,0,4,-10.936664
Bryon Russell,SG,31,UTA,66,1998,9.8,0.7,1.6,2.3,-0.9,0.5,3.4,8.8,1.2,3.4,2.2,5.4,1.7,2.1,1.2,3.3,4.5,2.1,1.0,0.3,2002,0,9,5.16010473
Cal Bowdler,PF,24,ATL,52,585,9.4,0.0,0.5,0.5,-5.8,-0.6,1.2,3.3,0.0,0.1,1.2,3.3,0.8,0.9,0.7,1.4,2.1,0.2,0.3,0.3,2002,0,3,-14.525344
Calbert Cheaney,SG,30,DEN,68,1631,10.3,0.6,0.6,1.2,-3.1,-0.4,3.3,6.9,0.0,0.1,3.3,6.8,0.7,1.0,0.8,2.7,3.5,1.6,0.5,0.3,2002,0,9,-5.0217347000000006
Calvin Booth,C,25,SEA,15,279,11.9,0.2,0.3,0.5,-2.2,0.0,2.3,5.5,0.0,0.0,2.3,5.5,1.5,1.6,1.3,2.3,3.6,1.1,0.4,0.9,2002,0,3,-7.9401739000000005
Carlos Arroyo,PG,22,TOT,37,371,12.4,0.2,0.1,0.4,-4.8,-0.3,1.3,3.0,0.0,0.1,1.3,2.9,0.4,0.5,0.3,0.8,1.1,1.9,0.3,0.0,2002,0,1,-16.010545
Carlos Rogers,C,30,IND,22,168,15.3,0.3,0.2,0.5,-1.5,0.0,1.1,2.0,0.0,0.3,1.0,1.7,0.5,0.9,0.6,1.1,1.7,0.1,0.2,0.3,2002,0,8,-15.202726
Charles Smith,SG,26,SAS,60,1141,13.2,0.1,1.9,2.0,0.3,0.7,3.0,7.1,0.6,2.2,2.5,5.0,0.7,1.1,0.6,1.7,2.2,1.3,0.9,0.7,2002,0,12,-1.0257699
Charlie Bell,SG,22,TOT,7,44,-1.8,-0.2,0.0,-0.2,-11.7,-0.1,0.4,1.6,0.0,0.9,0.4,0.7,0.3,0.3,0.3,0.4,0.7,0.3,0.0,0.0,2002,0,1,-25.72158
Charlie Ward,PG,31,NYK,63,1058,14.5,0.6,1.3,1.9,0.9,0.8,1.8,4.8,0.8,2.6,1.0,2.2,0.7,0.9,0.2,1.8,2.0,3.2,1.1,0.2,2002,0,8,-2.7897689
Chauncey Billups,PG,25,MIN,82,2355,17.6,6.1,1.5,7.6,1.5,2.1,4.2,10.0,1.5,3.8,2.7,6.2,2.5,2.9,0.4,2.3,2.8,5.5,0.8,0.2,2002,0,5,15.453338800000001
Cherokee Parks,C,29,SAS,42,234,7.6,-0.4,0.4,0.0,-5.3,-0.2,0.7,2.0,0.0,0.0,0.7,2.0,0.1,0.2,0.6,0.8,1.4,0.2,0.2,0.2,2002,0,7,-18.907082
Chris Andersen,C,23,DEN,24,262,13.8,0.0,0.3,0.3,-1.9,0.0,1.0,3.1,0.0,0.2,1.0,2.9,0.9,1.2,1.6,1.6,3.2,0.3,0.3,1.2,2002,0,1,-10.523282
Chris Childs,PG,34,TOR,69,1576,8.8,-0.4,1.5,1.1,-4.7,-1.1,1.4,4.3,0.5,1.7,0.9,2.6,0.8,1.0,0.3,2.0,2.2,5.1,0.8,0.1,2002,0,8,-7.0785478
Chris Crawford,PF,26,ATL,7,131,11.5,0.0,0.1,0.1,-5.0,-0.1,3.0,6.4,0.0,0.1,3.0,6.3,1.6,2.1,1.3,2.3,3.6,0.7,0.3,0.7,2002,0,5,-8.939231
Chris Dudley,C,36,POR,43,327,7.1,-0.1,0.4,0.3,-3.7,-0.1,0.5,1.2,0.0,0.0,0.5,1.1,0.2,0.3,0.6,1.2,1.9,0.3,0.1,0.3,2002,0,15,-18.161656
Chris Gatling,PF,34,MIA,54,809,13.4,0.1,1.3,1.4,-4.6,-0.5,2.4,5.4,0.0,0.1,2.4,5.3,1.5,2.2,1.3,2.5,3.8,0.5,0.3,0.2,2002,0,11,-6.685967
Chris Mihm,C,22,CLE,74,1659,10.0,-0.5,1.1,0.7,-6.1,-1.7,3.0,7.1,0.0,0.1,2.9,7.0,1.7,2.4,1.8,3.5,5.3,0.3,0.2,1.2,2002,0,2,-2.6111581000000004
Chris Mills,SF,32,GSW,66,1237,12.3,1.6,0.3,1.9,-2.6,-0.2,2.7,6.5,0.7,1.9,2.0,4.5,1.3,1.6,0.8,2.1,2.9,1.1,0.5,0.2,2002,0,9,-3.8818567
Chris Webber,PF,28,SAC,54,2071,24.4,4.8,3.9,8.6,6.2,4.3,9.9,19.9,0.1,0.4,9.8,19.6,4.7,6.3,2.8,7.3,10.1,4.8,1.7,1.4,2002,1,9,42.907686
Chris Whitney,PG,30,WAS,82,2171,15.6,5.4,1.1,6.5,1.0,1.7,3.3,8.0,1.6,3.9,1.7,4.1,1.9,2.1,0.1,1.7,1.9,3.8,0.9,0.1,2002,0,9,8.95566042
Christian Laettner,PF,32,WAS,57,1441,13.7,0.9,1.6,2.6,1.2,1.2,2.9,6.4,0.0,0.2,2.9,6.2,1.2,1.3,1.3,4.0,5.3,2.6,1.1,0.4,2002,0,10,2.61536267
Chucky Atkins,PG,27,DET,79,2285,14.5,3.3,1.8,5.1,-0.1,1.1,4.7,10.0,1.7,4.3,2.9,5.7,1.1,1.5,0.4,1.6,2.0,3.3,0.9,0.1,2002,0,3,8.77839047
Chucky Brown,SF,33,SAC,18,92,10.1,-0.1,0.2,0.1,-3.8,0.0,0.6,1.5,0.0,0.0,0.6,1.5,0.1,0.1,0.6,1.3,1.8,0.3,0.1,0.2,2002,0,13,-19.073449
